代码,名称,总市值
159944,材料ETF,26034667
159940,金融地产ETF,1103437521
159928,消费ETF,12797115017
159842,券商ETF,1831678418
159841,证券ETF,6008090264
159813,半导体ETF,5090791410
159726,恒生红利ETF,540056641
159715,稀土ETF易方达,220686342
159625,绿色电力ETF,228277441
159616,农牧ETF,70972290
159555,2000增强ETF,57624051
159521,2000指数ETF,27274435
159515,国企红利ETF,50620749
159325,半导体精选ETF,128648133
159307,红利低波100ETF,697532466
159301,公用事业ETF,61372938
159005,汇添富快钱ETF,99474900
159003,招商快线ETF,275916200
159001,货币ETF,1238916500
511910,融通货币ETF,17381217
511770,金鹰增益货币ETF,29801490
511920,广发货币ETF,38663866
511930,国联日盈货币ETF,22731591
159599,芯片ETF基金,647204384
513800,日本东证指数ETF,811241204
159665,半导体龙头ETF,360103077
515010,券商ETF基金,1105667592
510200,上证券商ETF,166940371
512760,芯片ETF,12126631249
511160,国债ETF东财,4255322242
561580,央企红利ETF,584933353
561560,电力ETF,277309722
512480,半导体ETF,22432629874
560520,红利低波100ETF基金,6038550
159525,红利低波ETF,334443106
159669,绿电ETF,51262329
510720,红利国企ETF,1320857828
510630,消费30ETF,458913222
510170,大宗商品ETF,169186280
516350,芯片ETF易方达,1030356062
560680,消费ETF龙头,138170339
562820,集成电路ETF,70914888
516640,芯片龙头ETF,1217174101
159713,稀土ETF,322210168
516920,芯片50ETF,510311886
159310,芯片产业ETF,932451556
159689,消费ETF南方,86762397
517090,央企共赢ETF,549539487
515100,红利低波100ETF,6903490510
159552,中证2000增强ETF,17624317
562900,现代农业ETF,67377235
515880,通信ETF,2727096593
516810,农业50ETF,137308469
588180,科创50ETF基金,3397913503
159825,农业ETF,1716146780
516120,化工50ETF,177711660
512560,军工ETF易方达,760704380
516020,化工ETF,421918901
516550,农业ETF,178240099
515190,中银证券500ETF,91540379
512810,国防军工ETF,663977368
159870,化工ETF,1624333144
515170,食品饮料ETF,3246266462
512570,证券ETF易方达,787554470
159547,红利低波50ETF,62870907
159535,中证2000ETF指数,28813027
159332,央企红利ETF,143243303
563300,中证2000ETF,4111140572
159663,机床ETF,74244781
159945,能源ETF基金,31524101
513090,香港证券ETF,7420397617
588070,科创板成长ETF,61937504
530880,红利ETF国企,159077296
560190,公用事业ETF,115955296
159519,港股国企ETF,198750258
159611,电力ETF,2332723745
159848,证券ETF基金,108850926
159698,粮食ETF,204563776
515550,国联中证500ETF,76971373
510810,上海国企ETF,7840215148
560890,红利低波ETF新华,112838568
560220,中证2000ETF基金,62213229
159587,粮食50ETF,20771357
159672,主要消费ETF,90182007
512680,军工ETF龙头,3513856601
159827,农业50ETF,99901524
159736,饮食ETF,4818009386
512660,军工ETF,10170132000
561170,绿电50ETF,91653289
588780,科创芯片设计ETF,83344167
159862,食品ETF,48024416
159697,油气ETF,59841940
561980,半导体设备ETF,862043000
588990,科创芯片ETF博时,207762496
562660,中证2000ETF华夏,180143556
513690,恒生高股息ETF,3423222155
159582,半导体产业ETF,218335134
588020,科创成长50ETF,267690695
588890,科创芯片ETF南方,344438900
560780,芯片设备ETF,211869504
588110,科创成长ETF,186768960
159569,港股红利低波ETF,150148585
563200,中证2000ETF富国,28233809
159531,中证2000ETF,692309422
563210,专精特新ETF,42750747
520520,恒生消费ETF华泰柏瑞,67967816
561360,石油ETF,77975552
588200,科创芯片ETF,18721661431
588290,科创芯片ETF基金,2207053602
159558,半导体材料设备ETF,651101295
159731,石化ETF,33185800
159546,集成电路ETF,156935922
513880,日经225ETF,1419697590
513910,港股央企红利ETF,2438574528
516980,证券ETF先锋,35767600
516220,化工龙头ETF,122771330
560880,家电ETF龙头,481520240
159516,半导体设备ETF,1974824880
588750,科创芯片50ETF,1086853824
159333,港股央企红利ETF,477543681
512690,酒ETF,11392647103
513920,港股通央企红利ETF,2951411861
159638,高端装备ETF,1111256555
561760,油气ETF博时,22307790
513170,恒生央企ETF,488413450
513140,港股金融ETF,50742576
159327,半导体设备ETF基金,141810556
515220,煤炭ETF,2710427649
561310,消电ETF,100229110
159766,旅游ETF,2148276879
561570,油气ETF华泰柏瑞,7870002
513190,港股通金融ETF,437059968
159309,油气资源ETF,62854034
512190,浙商之江凤凰ETF,61501682
513820,港股红利ETF基金,1960413543
520900,红利ETF港股,2727961007
520660,港股通央企红利ETF南方,1200660178
515210,钢铁ETF,1008148767
516570,化工行业ETF,59705697
513520,日经ETF,1093540605
513730,东南亚科技ETF,2703883640
513530,港股通红利ETF,1445633927
159553,2000ETF增强,7984360
159691,港股红利ETF,5811810544
159536,中证2000指数ETF,55977655
563150,油气资源ETF,28730085
159930,能源ETF,222988993
513810,港股国企ETF,49163760
159533,中证2000ETF基金,17079198
520550,港股红利低波ETF,177454764
159545,恒生红利低波ETF,676491454
512710,军工龙头ETF,5884346729
588810,科创芯片ETF富国,89130468
159745,建材ETF,463951380
512670,国防ETF,2978221250
562510,旅游ETF,667718655
159302,港股高股息ETF,119235668
520890,港股通红利低波ETF,101241472
159588,石油天然气ETF,64781341
513000,日经225ETF易方达,860836807
159866,日经ETF,654176190
513630,港股红利指数ETF,7906547355
513950,恒生红利ETF,976761739
159787,建材ETF易方达,53365499
520990,港股央企红利50ETF,4626857121
159768,房地产ETF,392081922
159329,沙特ETF,531736697
510010,180治理ETF,301650930
516750,建材ETF,62061732
159707,地产ETF,414541323
159687,亚太精选ETF,317679407
512200,房地产ETF,4685562275
520830,沙特ETF,500818671
515060,房地产ETF基金,543763583
513360,教育ETF,514890278
159822,新经济ETF,360073932
159712,港股通50ETF,52579386
